Unnamed: 0,Model,Length,Beam,Draft,Year,Type,Location,Asking,posted_at,Material,Hull_Type,Is_Mono,Is_Diesel,Motor_Type,Engine_Count,Is_Inboard,Year_Listed,Asking_Price_Adj
4982,Hunter 33.5,33.5,11.0,4.5,1989,cruiser,"goodland, Florida",32500.0,2015-07-23,fiberglass ,monohull,1,1,inboard,1,1,2015,37155.66815882405
4983,Cal 21,21.0,8.0,4.0,1973,daysailer,"Riverside, Rhode Island",3000.0,2015-07-22,fiberglass ,monohull,1,0,outboard,1,0,2015,3429.7539838914518
4984,O'Day 35,35.0,11.3,5.7,1985,cruiser,"Westport, Connecticut",30000.0,2015-07-22,fiberglass ,monohull,1,1,inboard,1,1,2015,34297.53983891451
4985,O'Day Sloop,27.0,9.5,4.5,1977,cruiser,"Windward Point Lake Murray, South Carolina",6995.0,2015-07-22,fiberglass ,monohull,1,0,outboard,1,0,2015,7997.0430391069
4986,Catalina C27,27.0,8.83,4.0,1972,cruiser,"Marina Del Rey Dolphin Marina, California",7995.0,2015-07-21,fiberglass ,monohull,1,1,inboard,1,1,2015,9140.294367070715
4988,Hunter sloop,25.0,8.0,3.11,1982,cruiser,"Rockport ME, Maine",5600.0,2015-07-21,fiberglass ,monohull,1,0,outboard,2,0,2015,6402.207436597376
4989,Catalina 250,25.0,8.6,3.5,2010,cruiser,"Clear Lake Houston, Texas",31500.0,2015-07-20,fiberglass ,monohull,1,0,outboard,1,0,2015,36012.41683086023
4990,Hunter 410,41.0,13.1,5.5,1998,cruiser,"North Carolina, North Carolina",115000.0,2015-07-20,fiberglass ,monohull,1,1,inboard,1,1,2015,131473.90271583898
4993,Vanguard v15,15.0,5.0,3.0,1999,racer,"Mystic, Connecticut",2500.0,2015-07-19,fiberglass ,monohull,1,0,motorless,0,0,2015,2858.128319909543
4994,cape dory 270,27.0,9.3,3.0,1988,cruiser,"Fairhope, Alabama",18500.0,2015-07-19,fiberglass ,monohull,1,1,inboard,1,1,2015,21150.149567330616
4995,Ericson 32',32.0,9.5,5.5,1972,cruiser,"South Haven, Michigan",13500.0,2015-07-19,fiberglass ,monohull,1,0,inboard,1,1,2015,15433.892927511532
5001,Hunter Sloop,32.8,10.2,4.0,1980,cruiser,"Deltaville, Virginia",8995.0,2015-07-17,fiberglass ,monohull,1,1,inboard,1,1,2015,10283.545695034536
5002,prindle 16,16.0,8.0,2.0,1986,daysailer,"Windsor Ontario Canada, Michigan",2800.0,2015-07-17,fiberglass ,catamaran,0,0,inboard,1,1,2015,3201.103718298688
5003,Ericson Sailboat,27.0,9.0,4.0,1971,daysailer,"Marina Del Rey, California",10000.0,2015-07-16,fiberglass ,monohull,1,0,inboard,1,1,2015,11432.513279638171
5005,Sabre Sailing Sloop,28.0,10.0,3.1,1975,cruiser,"Crescent Yacht Club Chaumont NY, New York",11900.0,2015-07-16,fiberglass ,monohull,1,0,inboard,1,1,2015,13604.690802769424
5006,C&C 34,34.0,11.0,5.11,1978,racer,"Montauk, New York",18000.0,2015-07-16,fiberglass ,monohull,1,0,inboard,1,1,2015,20578.52390334871
5007,O'DAY O'DAY 37 CRUISER,37.0,11.6,5.0,1983,cruiser,"City Island Bronx New York, New York",34500.0,2015-07-15,fiberglass ,monohull,1,1,inboard,1,1,2015,39442.17081475169
5009,Trintella 1a,29.0,8.0,4.2,1967,cruiser,"Essex Ct, Connecticut",13995.0,2015-07-15,fiberglass ,monohull,1,1,inboard,1,1,2015,15999.80233485362
5011,S-2 Grand Slam,25.0,9.0,5.0,1983,racer,"Port Arthur, Texas",14000.0,2015-07-13,fiberglass ,monohull,1,0,outboard,1,0,2015,16005.51859149344
5012,Nordica 16,16.0,6.17,1.83,1975,daysailer,"Marathon Ontario Canada, Outside United States",2500.0,2015-07-13,fiberglass ,monohull,1,0,outboard,1,0,2015,2858.128319909543
5013,Pearson 26,26.0,8.0,4.0,1976,racer,"Annapolis, Maryland",4500.0,2015-07-13,fiberglass ,monohull,1,0,outboard,1,0,2015,5144.630975837177
5014,Beneteau First 285,28.0,9.8,3.11,1987,cruiser,"Kemah, Texas",17900.0,2015-07-13,fiberglass ,monohull,1,1,inboard,1,1,2015,20464.198770552328
5015,Irwin Citation 32,32.33,11.1,6.0,1986,cruiser,"Kemah, Texas",22000.0,2015-07-13,fiberglass ,monohull,1,1,inboard,1,1,2015,25151.529215203976
5016,Beneteau 331,33.0,11.4,4.4,2001,cruiser,"Port Aransas, Texas",64900.0,2015-07-13,fiberglass ,monohull,1,1,inboard,1,1,2015,74197.01118485173
5017,Formula Yachts Evelyn 25,24.75,8.67,4.4,1985,racer,"Oxford, Maryland",7400.0,2018-04-12,fiberglass ,monohull,1,0,outboard,1,0,2018,7985.352857546783
5018,Sabre 30 MkIII,30.0,10.0,4.0,1989,racer,"New Rochelle NY, New York",34500.0,2018-04-12,fiberglass ,monohull,1,1,inboard,1,1,2018,37229.009943968114
5019,Beneteau First 285,28.0,11.0,4.0,1989,racer,"Brooklyn, New York",19500.0,2018-04-12,fiberglass ,monohull,1,1,inboard,1,1,2018,21042.48388137328
5021,Dyer Dhow 12.5,12.6,5.2,2.0,1987,daysailer,"Southington, Connecticut",7000.0,2018-04-12,fiberglass ,monohull,1,0,motorless,0,0,2018,7553.712162544255
5029,Chris Craft Apache 37,37.0,10.2,5.9,1967,cruiser,"Norfolk, Virginia",24900.0,2018-04-10,fiberglass ,monohull,1,1,inboard,1,1,2018,26869.63326390742
5031,Hunter 240,24.0,8.3,5.6,2002,daysailer,"Boynton beach, Florida",9500.0,2018-04-09,fiberglass ,monohull,1,0,outboard,1,0,2018,10251.46650631006
5032,Lancer powersailer 27,28.0,8.5,4.4,1986,cruiser,"San Diego, California",9900.0,2018-04-09,fiberglass ,monohull,1,0,outboard,1,0,2018,10683.10720131259
5036,Columbia 34' with custom trailer,34.0,10.0,5.5,1971,cruiser,"Holland Michigan, Michigan",19900.0,2018-04-08,fiberglass ,monohull,1,0,inboard,1,1,2018,21474.12457637581
5037,Jboats J29,29.5,11.0,6.0,1982,racer,"Nova Scotia, Outside United States",17900.0,2018-04-08,fiberglass ,monohull,1,1,inboard,1,1,2018,19315.92110136317
5038,coastal one design sail boat J24,24.0,8.75,4.0,1977,motorsailer,"Ocean Springs Harbor Mississippi, Mississippi",3500.0,2018-04-08,fiberglass ,monohull,1,0,outboard,1,0,2018,3776.856081272128
5040,Cal 39,39.0,12.0,6.75,1980,cruiser,"San Diego, California",45500.0,2018-04-07,fiberglass ,monohull,1,1,inboard,1,1,2018,49099.12905653766
5041,Ericson 35-2,35.0,10.0,5.0,1970,racer,"Galesville, Maryland",15500.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,16726.07693134799
5042,Beneteau Cyclades 43.3,43.6,14.5,6.3,2005,cruiser,"Kenora Ontario Canada, Outside United States",130000.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,140283.22587582187
5044,Morgan Out Island 33,33.0,11.0,4.0,1974,cruiser,"Wickford, Rhode Island",23500.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,25358.89083139857
5047,Clearwater Sloop Fin-Keel,36.3,11.6,6.6,1993,cruiser,"Yarmouth, Maine",68900.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,74350.1097141856
5048,Pearson 32,32.0,10.6,5.5,1982,racer,"Marinette, Wisconsin",16000.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,17265.627800101152
5049,HUNTER ,36.0,11.0,4.0,1981,cruiser,"MIAMI, Florida",17000.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,18344.729537607476
5050,Beneteau 343 Deal Pending 10/05/18,34.0,11.5,4.9,2007,cruiser,"Shediac New Brunswick, Outside United States",85000.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,91723.64768803738
5051,Catalina 34,34.6,11.9,3.1,1989,cruiser,"Brielle, New Jersey",24900.0,2018-04-06,fiberglass ,monohull,1,1,inboard,1,1,2018,26869.63326390742
5055,O'Day 27,27.0,9.0,4.1,1983,cruiser,"Dutch Harbor Jamestown, Rhode Island",5890.0,2018-04-04,fiberglass ,monohull,1,1,inboard,1,1,2018,6355.909233912237
5056,Hunter e33,33.5,11.5,4.5,2012,cruiser,"Blaine, Washington",105000.0,2018-04-04,fiberglass ,monohull,1,1,inboard,1,1,2018,113305.68243816384
5057,Formula Yachts Evelyn 26,26.0,9.5,4.5,1984,racer,"Avon, New York",6500.0,2018-04-04,fiberglass ,monohull,1,1,inboard,1,1,2018,7014.161293791094
5061,Cape Dory 28,28.0,8.11,4.0,1979,cruiser,"Miami, Florida",10000.0,2018-04-03,fiberglass ,monohull,1,1,inboard,1,1,2018,10791.017375063222
5063,Oday 272,27.0,8.0,3.0,1988,cruiser,"Brookhaven, New York",6000.0,2018-04-02,fiberglass ,monohull,1,0,outboard,1,0,2018,6474.610425037933
5064,Morgan Sloop,30.0,8.0,3.2,1969,cruiser,"Port Superior Resort Marina  Bayfield, Wisconsin",22000.0,2018-04-02,fiberglass ,monohull,1,1,inboard,1,1,2018,23740.238225139088
5065,Eddy & Duff Stonehorse,23.4,7.1,3.7,1971,cruiser,"Sault Sainte Marie, Michigan",11500.0,2018-04-02,fiberglass ,monohull,1,0,inboard,1,1,2018,12409.669981322704
5067,Lyman Morse Custom,20.0,8.0,3.0,1995,daysailer,"Ft Adams, Rhode Island",5500.0,2018-04-01,fiberglass ,monohull,1,0,outboard,1,0,2018,5935.059556284772
5069,Columbia 9.6,31.5,10.0,5.5,1979,racer,"Cape Cod, Massachusetts",8500.0,2018-04-01,fiberglass ,monohull,1,1,inboard,1,1,2018,9172.364768803736
5071,Catalina 42 MKII,42.0,13.83,6.67,2000,cruiser,"Bayfield, Wisconsin",119900.0,2018-03-31,fiberglass ,monohull,1,1,inboard,1,1,2018,129384.29832700804
5072,Hardin Voyager,45.8,13.4,5.6,1979,cruiser,"Guaymas MX, Outside United States",89000.0,2018-03-30,fiberglass ,monohull,1,1,inboard,1,1,2018,96040.05463806268
5073,Ajax C&C Design Ajax 28,28.0,9.0,4.8,1982,racer,"BRIGHTON ONTARIO, Outside United States",9500.0,2018-03-30,fiberglass ,monohull,1,1,inboard,1,1,2018,10251.46650631006
5074,Catalina 34,34.0,11.7,5.5,1991,cruiser,"Clinton, Connecticut",49999.0,2018-03-30,fiberglass ,monohull,1,1,inboard,1,1,2018,53954.0077735786
5079,Catalina 30 MK I,30.0,10.83,5.25,1984,cruiser,"Boston, Massachusetts",13000.0,2018-03-28,fiberglass ,monohull,1,1,inboard,1,1,2018,14028.322587582188
5081,Catalina 30 Sold,29.11,10.1,5.3,1977,cruiser,"Great Salt Lake on the hard, Utah",2000.0,2018-03-28,fiberglass ,monohull,1,0,inboard,1,1,2018,2158.203475012644
5084,Whitby Alberg 30,30.0,9.0,6.0,1965,cruiser,"Dana Point, California",40000.0,2018-03-27,fiberglass ,monohull,1,0,inboard,1,1,2018,43164.06950025289
5085,ONTARIO ENDURANCE 35,35.0,11.0,5.6,1984,motorsailer,"St-Jean Port Jolie Quebec Canada, Outside United States",69500.0,2018-03-27,steel ,monohull,1,1,inboard,1,1,2018,74997.5707566894
5086,Catalina 25,25.0,8.0,3.6,1984,cruiser,"Canandaigua, New York",5800.0,2018-03-27,fiberglass ,monohull,1,0,outboard,1,0,2018,6258.790077536669
5087,Dufour 36 Classic,36.0,12.4,5.9,2001,cruiser,"Martinique FWI, Outside United States",69000.0,2018-03-26,fiberglass ,monohull,1,0,inboard,1,1,2018,74458.01988793623
5089, Brent Swain 31,31.0,10.0,5.5,2014,cruiser,"Bayfield, Wisconsin",30000.0,2018-03-26,steel ,monohull,1,1,inboard,1,1,2018,32373.052125189664
5090,Freya 39,39.0,11.0,6.0,1975,motorsailer,"Charleston, South Carolina",60000.0,2018-03-26,fiberglass ,monohull,1,1,inboard,1,1,2018,64746.10425037933
5093,Catalina 36 Mk II,36.0,12.0,5.1,2003,cruiser,"St Helens, Oregon",89500.0,2020-06-23,fiberglass ,monohull,1,1,inboard,1,1,2020,93704.73047899822
5094,Compact 23,23.0,8.5,2.5,1992,cruiser,"Tampa, Florida",12000.0,2020-06-23,fiberglass ,monohull,1,0,outboard,1,0,2020,12563.76274578747
5098,Pearson 27,37.0,11.1,6.0,1983,racer,"Edgewater, Maryland",17500.0,2020-06-22,fiberglass ,monohull,1,1,inboard,1,1,2020,18322.154004273398
5099,Sabre 38 MK1,38.0,11.6,4.3,1986,cruiser,"Westport, Massachusetts",69000.0,2020-06-22,fiberglass ,monohull,1,0,inboard,1,1,2020,72241.63578827796
5102,Morgan Heritage 1 Ton Ocean Racer,37.0,12.0,6.0,1975,racer,"Clearwater Beach, Florida",24995.0,2020-06-22,fiberglass ,monohull,1,1,inboard,1,1,2020,26169.27081924648
5103,cal 24-3,24.0,8.0,4.75,1984,racer,"Sturgeon Bay, Wisconsin",6500.0,2020-06-21,fiberglass ,monohull,1,0,outboard,1,0,2020,6805.371487301546
5104,Morgan Pilothouse,33.9,12.0,5.0,1980,motorsailer,"CANCUN MEXICO, Outside United States",28000.0,2020-06-21,fiberglass ,monohull,1,1,inboard,1,1,2020,29315.44640683743
5108,Alberg A37 Yawl,37.1,10.9,5.6,1986,cruiser,"Kemah, Texas",36500.0,2020-06-19,fiberglass ,monohull,1,1,inboard,1,1,2020,38214.77835177022
5109,Albin Cumulus,28.0,10.0,5.0,1979,cruiser,"East Greenwich, Rhode Island",5000.0,2020-06-18,fiberglass ,monohull,1,1,inboard,1,1,2020,5234.901144078112
5112,Hunter 36,36.0,12.0,7.0,2006,cruiser,"Lake Texoma, Texas",70000.0,2020-06-17,composite ,monohull,1,1,inboard,1,1,2020,73288.61601709358
5114, S type,28.0,9.0,3.5,1976,motorsailer,"Miami, Florida",10000.0,2020-06-17,fiberglass ,monohull,1,0,outboard,1,0,2020,10469.802288156225
5115,Ranger 33,33.0,9.6,5.3,1976,cruiser,"Honolulu, Hawaii",19000.0,2020-06-17,fiberglass ,monohull,1,1,inboard,1,1,2020,19892.62434749683
5116,Sabre 26CB,36.0,11.3,4.6,1985,cruiser,"Martin, Michigan",78000.0,2020-06-17,fiberglass ,monohull,1,1,inboard,1,1,2020,81664.45784761856
5117,Columbia 7.6,25.0,9.2,3.5,1978,cruiser,"Pickwick, Tennessee",2500.0,2020-06-16,fiberglass ,monohull,1,0,outboard,1,0,2020,2617.450572039056
5118,S2 8.0A,26.0,8.0,4.0,1976,cruiser,"Port Clinton Marblehead, Ohio",10500.0,2020-06-16,fiberglass ,monohull,1,0,outboard,1,0,2020,10993.292402564037
5120,Catalina 28,28.0,10.17,5.25,1991,cruiser,"New Orleans, Louisiana",16900.0,2020-06-16,fiberglass ,monohull,1,1,inboard,1,1,2020,17693.965866984017
5121,westsail westsail 32,32.0,11.0,5.0,1972,cruiser,"Mexico Sea of cortez, Outside United States",40000.0,2020-06-15,fiberglass ,monohull,1,0,inboard,1,1,2020,41879.2091526249
5122,Erickson Erickson 23,23.0,7.11,3.8,1975,racer,"Naubinway, Michigan",4500.0,2020-06-15,fiberglass ,monohull,1,0,outboard,1,0,2020,4711.411029670301
5123,Cape Dory Cape Dory 25,25.0,7.0,3.0,1977,cruiser,"Reedville Virginia, Virginia",7000.0,2020-06-15,fiberglass ,monohull,1,0,outboard,1,0,2020,7328.861601709357
5124,Com-Pac Com-Pac 23/3,23.0,8.0,2.4,1989,cruiser,"Lorton, Virginia",4500.0,2020-06-14,fiberglass ,monohull,1,0,outboard,1,0,2020,4711.411029670301
5125,Grampian Classic 31,31.0,8.0,4.0,1982,cruiser,"Gasp Qc Canada, Outside United States",24500.0,2020-06-14,fiberglass ,monohull,1,0,inboard,1,1,2020,25651.01560598275
5126,Alberg Mk II,37.0,10.17,5.5,1985,cruiser,"Panama, Outside United States",35000.0,2020-06-14,fiberglass ,monohull,1,0,inboard,1,1,2020,36644.30800854679
5127,Flying Scot Inc Flying Scot,19.0,6.75,4.0,2000,daysailer,"Lake Conroe, Texas",7900.0,2020-06-13,fiberglass ,monohull,1,0,motorless,0,0,2020,8271.143807643417
5128,Lippincott 30,30.0,10.0,4.5,1981,cruiser,"Fort Lauderdale, Florida",12900.0,2020-06-13,fiberglass ,monohull,1,1,inboard,1,1,2020,13506.04495172153
5130,Pacific Seacraft 37 ,37.0,10.8,4.4,1980,cruiser,"Newport Beach CA, California",60000.0,2020-06-12,fiberglass ,monohull,1,1,inboard,1,1,2020,62818.81372893735
5131,Saga 35,35.6,11.0,4.4,2000,cruiser,"Warwick, Rhode Island",105000.0,2020-06-11,fiberglass ,monohull,1,1,inboard,1,1,2020,109932.92402564036
5132,J Boats J24,24.0,8.9,4.0,1980,racer,"Long Beach, California",8500.0,2020-06-11,fiberglass ,monohull,1,0,outboard,1,0,2020,8899.33194493279
5133,Hand Built Tirrik,17.0,5.4,2.0,2011,daysailer,"Bend, Oregon",4000.0,2020-06-11,wood ,monohull,1,0,outboard,1,0,2020,4187.920915262489
5135,C&C 37/40,39.5,13.0,5.9,1989,racer,"Toronto, Outside United States",71000.0,2020-06-11,fiberglass ,monohull,1,1,inboard,1,1,2020,74335.5962459092
5136,Pacific Seacraft Dana,24.0,8.6,3.8,1985,cruiser,"niceville, Florida",51900.0,2022-04-01,fiberglass ,monohull,1,1,inboard,1,1,2022,51900.0
5137,AMF Paceship 26,26.0,9.12,4.12,1978,cruiser,"Pentwater, Michigan",4500.0,2020-06-10,fiberglass ,monohull,1,1,inboard,1,1,2020,4711.411029670301
5140,J70 J70,22.75,7.38,4.75,2014,racer,"Burlington, Vermont",38900.0,2020-06-09,fiberglass ,monohull,1,0,outboard,1,0,2020,40727.53090092771
5143,Hunter 33.5,33.5,11.0,4.5,1992,motorsailer,"Kenosha, Wisconsin",35000.0,2020-06-07,fiberglass ,monohull,1,1,inboard,1,1,2020,36644.30800854679
5144,Hunter Hunter 23,23.3,8.0,2.3,1987,cruiser,"Fayetteville, North Carolina",3500.0,2020-06-07,fiberglass ,monohull,1,0,outboard,1,0,2020,3664.430800854679
5145,Tayana 37 Mk II Aft Stateroom,37.0,11.6,5.8,1982,cruiser,"Riviera Beach, Florida",57000.0,2020-06-07,fiberglass ,monohull,1,1,inboard,1,1,2020,59677.87304249048
5148,Ta Shing Cutter,36.0,11.9,4.9,1987,cruiser,"River Dale Marina N Dakota, North Dakota",79000.0,2020-06-07,fiberglass ,monohull,1,0,inboard,1,1,2020,82711.43807643418
5152,C&C Sloop,32.0,10.3,5.6,1981,cruiser,"New Bedford, Massachusetts",10900.0,2020-06-06,fiberglass ,monohull,1,1,inboard,1,1,2020,11412.084494090284
5153,Formosa Peterson 46 Center cockpit Sold,46.0,14.0,7.0,1978,cruiser,"Brunswick, Georgia",99000.0,2020-06-05,fiberglass ,monohull,1,1,inboard,1,1,2020,103651.04265274662
5154,WD Schock Santana 30/30,30.0,10.0,6.0,1983,racer,"Manhassett Bay, New York",15995.0,2020-06-04,fiberglass ,monohull,1,1,inboard,1,1,2020,16746.44875990588
5157,Gulfstar Tri Cabin,53.0,15.0,4.5,1973,cruiser,"Southport, North Carolina",99500.0,2020-06-04,fiberglass ,monohull,1,1,inboard,1,1,2020,104174.53276715444
5158, 30.50' Dutch Built Westwalkruiser,30.5,8.67,4.5,1968,cruiser,"Sweden, Outside United States",2200.0,2020-06-04,steel ,monohull,1,0,motorless,0,0,2020,2303.3565033943696
5162,C&C 29MKII,29.0,8.0,6.0,1983,racer,"Henderson Harbor, New York",20000.0,2020-06-03,fiberglass ,monohull,1,1,inboard,1,1,2020,20939.60457631245
5163,stiletto 23,23.0,14.0,4.0,1985,cruiser,"MIAMI, Florida",5000.0,2020-06-02,fiberglass ,monohull,1,0,inboard,1,1,2020,5234.901144078112
5165,Allied Seabreeze 35 -SOLD-,35.0,10.25,3.5,1964,cruiser,"Port Charlotte, Florida",50000.0,2020-06-02,fiberglass ,monohull,1,1,inboard,1,1,2020,52349.01144078112
5171,C&C 35 MK III,35.0,11.2,6.5,1986,cruiser,"Erie, Pennsylvania",50000.0,2012-05-09,fiberglass ,monohull,1,0,inboard,1,1,2012,59010.68843262456
5172,Chrysler 22,22.0,7.75,4.92,1977,cruiser,"Hancock, Michigan",3500.0,2012-05-07,fiberglass ,monohull,1,0,outboard,1,0,2012,4130.748190283719
5176,Laguna B,21.75,8.0,2.92,1987,daysailer,"Stilwell, Kansas",3200.0,2012-05-06,fiberglass ,monohull,1,0,outboard,1,0,2012,3776.684059687972
5177,laguna 26 sloop,26.0,8.0,3.5,1985,daysailer,"new haven yacht club  new haven ct, Connecticut",3000.0,2012-05-06,fiberglass ,monohull,1,0,outboard,1,0,2012,3540.6413059574734
5180,jeanneau Sun Odyssey 35,35.0,11.5,5.5,2002,cruiser,"Le Marin Martinique France, Outside United States",65000.0,2012-05-04,fiberglass ,monohull,1,1,inboard,1,1,2012,76713.89496241191
5181,J Boats J/24,24.0,8.0,4.0,1980,racer,"New Jersey, Maryland",27500.0,2012-05-03,fiberglass ,monohull,1,0,outboard,1,0,2012,32455.878637943504
5182,Kelt Marine Kelt,26.0,9.5,4.0,1983,cruiser,"Miami, Florida",9500.0,2012-05-02,fiberglass ,monohull,1,0,outboard,1,0,2012,11212.030802198666
5183,Lancer 27 power sailor,27.0,8.6,4.3,1984,cruiser,"Thunder Bay Ontario Canada, Outside United States",8000.0,2012-05-01,fiberglass ,monohull,1,0,outboard,1,0,2012,9441.710149219927
5184,HUNTER 37,37.0,12.9,5.0,1979,cruiser,"NAPA, California",19999.0,2012-05-01,fiberglass ,monohull,1,1,inboard,1,1,2012,23603.09515928117
5185,McGregor 26X,26.0,8.0,2.0,1978,motorsailer,"Eugene, Oregon",13500.0,2012-04-30,fiberglass ,monohull,1,0,outboard,1,0,2012,15932.88587680863
5186,Cape Dory Typhoon,19.0,6.3,2.7,1979,daysailer,"Harpswell, Maine",7500.0,2012-04-29,fiberglass ,monohull,1,0,outboard,1,0,2012,8851.603264893683
5187,Owner built Clancy,10.0,10.0,4.0,2000,daysailer,"Independence, Missouri",1000.0,2012-04-29,wood ,monohull,1,0,motorless,0,0,2012,1180.213768652491
5188,Ray Boats Ranger,33.0,10.0,5.0,1977,cruiser,"Crandon marina, Florida",32000.0,2012-04-29,fiberglass ,monohull,1,1,inboard,1,1,2012,37766.84059687971
5189,Hobie Holder,12.0,5.0,4.5,1988,daysailer,"Kalamazoo, Michigan",500.0,2012-04-29,fiberglass ,monohull,1,0,motorless,0,0,2012,590.1068843262454
5190,pearson triton,28.3,8.2,4.372,1963,cruiser,"City Island, New York",3800.0,2012-04-29,fiberglass ,monohull,1,1,inboard,1,1,2012,4484.812320879466
5192,Morgan Out Island,36.0,11.6,3.11,1973,cruiser,"North Bay Village North Miami, Florida",25000.0,2012-04-28,fiberglass ,monohull,1,1,inboard,1,1,2012,29505.34421631228
5194,FORMOSA 41 Sailboat,41.0,12.0,5.0,1979,motorsailer,"PONCE INLET, Florida",80000.0,2012-04-26,fiberglass ,monohull,1,1,inboard,1,1,2012,94417.10149219928
5196,Sabre 30,30.0,10.0,5.0,1981,cruiser,"Waukegan, Illinois",29500.0,2012-04-25,fiberglass ,monohull,1,1,inboard,1,1,2012,34816.30617524849
5199,Morgan Out Island,41.0,13.0,4.9,1977,cruiser,"Fort Lauderdale, Florida",59000.0,2012-04-24,fiberglass ,monohull,1,0,inboard,1,1,2012,69632.61235049697
5201,Iain Oughtred's Whilly Boat,14.6,4.7,3.0,2009,daysailer,"Fernandina Beach, Florida",4700.0,2012-04-24,wood ,monohull,1,0,motorless,0,0,2012,5547.004712666709
5203,scampi mark iv,30.0,9.5,5.1,1974,racer,"jaffrey, New Hampshire",10000.0,2012-04-23,fiberglass ,monohull,1,1,inboard,1,1,2012,11802.137686524911
5206,Sonic 23,23.0,8.0,4.0,1981,cruiser,"Plattsburgh, New York",5500.0,2012-04-22,fiberglass ,monohull,1,0,outboard,1,0,2012,6491.175727588701
5211,Alberg Sea Sprite,23.0,7.0,3.5,1976,daysailer,"Miami, Florida",8000.0,2012-04-21,fiberglass ,monohull,1,0,outboard,1,0,2012,9441.710149219927
5216,Catalina 30,30.0,10.1,5.3,1983,cruiser,"Hingham, Massachusetts",17500.0,2012-04-19,fiberglass ,monohull,1,1,inboard,1,1,2012,20653.7409514186
5217,Catalina Catalina 25,27.0,8.0,6.0,1981,racer,"Long Beach, California",5000.0,2012-04-18,fiberglass ,monohull,1,0,outboard,1,0,2012,5901.068843262456
5220,J 22,22.0,8.0,3.9,1989,racer,"Austin, Texas",13500.0,2012-04-18,fiberglass ,monohull,1,0,motorless,0,0,2012,15932.88587680863
5222,Newport Mark 2,30.0,12.0,5.6,1977,cruiser,"Britt, Outside United States",16000.0,2012-04-16,fiberglass ,monohull,1,1,inboard,1,1,2012,18883.42029843985
5223,Seafarer 29',29.0,9.6,4.6,1977,cruiser,"Jamaica Bay, New York",8800.0,2012-04-15,fiberglass ,monohull,1,1,inboard,1,1,2012,10385.881164141922
5224,Seaward ,18.0,8.0,2.0,1989,daysailer,"Bowie, Maryland",4000.0,2012-04-15,fiberglass ,monohull,1,0,outboard,1,0,2012,4720.855074609964
5227,Shock Santana 20,20.0,8.0,4.0,1978,racer,"Aiken, South Carolina",2200.0,2012-04-15,fiberglass ,monohull,1,0,outboard,1,0,2012,2596.4702910354804
5228,STROKER BOATS INC Cal 24,24.4,8.0,3.4,1984,cruiser,"1102 Wren Tree Circle Sanford, North Carolina",2500.0,2012-04-14,fiberglass ,monohull,1,1,inboard,1,1,2012,2950.534421631228
5230,Hunter Hunter 27',27.0,9.0,3.5,1992,cruiser,"Heber Springs Greers Ferry Lake, Arkansas",17500.0,2012-04-13,fiberglass ,monohull,1,1,inboard,1,1,2012,20653.7409514186
5231,Pearson sloop,35.0,10.5,3.9,1972,cruiser,"Key Largo, Florida",30000.0,2012-04-13,fiberglass ,monohull,1,1,inboard,1,1,2012,35406.413059574734
5232,S2 Yachts 7.3,23.0,8.0,4.0,1978,cruiser,"White Rocks Marina Pasadena MD Chesapeake Bay, Maryland",2899.0,2012-04-13,fiberglass ,monohull,1,0,outboard,1,0,2012,3421.439715323572
5233,catalina 30,29.11,10.1,5.3,1985,cruiser,"Kemah, Texas",18500.0,2012-04-12,fiberglass ,monohull,1,1,inboard,1,1,2012,21833.954720071088
5234,Hunter Marine,22.25,7.11,3.2,1980,cruiser,"Colonial Beach, Virginia",1600.0,2012-04-12,fiberglass ,monohull,1,0,outboard,1,0,2012,1888.3420298439855
5236,jaguar jaguar 27,27.0,9.0,4.0,1976,cruiser,"north miami beach, Florida",3000.0,2012-04-11,fiberglass ,monohull,1,0,outboard,1,0,2012,3540.6413059574734
5239,Ouyang Aloha 34,34.0,11.3,5.8,1984,cruiser,"Hamilton Ont, Outside United States",49500.0,2012-04-10,fiberglass ,monohull,1,1,inboard,1,1,2012,58420.58154829831
5242,Ericson Yachts Ericson 25 Centerboard,25.0,9.3,4.11,1977,cruiser,"Connelly, New York",3000.0,2012-04-08,fiberglass ,monohull,1,0,outboard,1,0,2012,3540.6413059574734
5243,Beneteau CC 36,36.0,12.6,5.3,1999,cruiser,"Brooklyn NY, New York",85000.0,2012-04-07,fiberglass ,monohull,1,1,inboard,1,1,2012,100318.17033546176
5245,Catalina 30 MKIII,30.0,11.0,4.0,1995,cruiser,"Hudson WI, Minnesota",44500.0,2012-04-06,fiberglass ,monohull,1,1,inboard,1,1,2012,52519.51270503586
5247,Catalina 27,27.0,8.1,4.0,1986,cruiser,"Heber Springs Greers Ferry Lake, Arkansas",8500.0,2012-04-06,fiberglass ,monohull,1,0,outboard,1,0,2012,10031.817033546173
